id	label
548939757552537600	neutral
1382204844123901955	negative
1395539965967224834	negative
1465669058595074057	neutral
1384104845313937414	neutral
1397520587493285893	neutral
1450977682351476736	positive
1399238891681374213	neutral
628246166682009604	neutral
1453639031535800324	positive
1488036510859689985	negative
955803069433851906	positive
1405699183596634114	negative
1452788300637511686	negative
1445046001455144968	negative
1448876785505034252	neutral
1452288490591371264	neutral
1406788019667955723	neutral
1293878536927756288	neutral
1475719764802609155	neutral
1330416008159395840	neutral
1377916190589251587	neutral
1487988055772254209	negative
1270282337411043328	negative
1380808458262306825	positive
1347084654126395397	neutral
1394380765874380801	neutral
1169077238383308800	neutral
1320582353530417152	positive
447454156467339264	neutral
730895388207505409	neutral
1395701443487694855	positive
1366687967826206727	positive
1388884054645243906	positive
1378592064682684417	positive
1497917250090663939	negative
1398167793002967046	negative
1470301511158743041	negative
1419259822348800001	neutral
1261453913779290113	neutral
1261829751880081408	neutral
1410537673903808513	neutral
1280773144551190530	positive
1315872267126018049	negative
1315642871198879744	neutral
1414653365041119235	neutral
1351128166962753539	neutral
1393526962749022211	neutral
1171108176269336576	neutral
1432491622403493888	neutral
1442141350686691333	negative
1477187119802028033	neutral
1395268149486919681	neutral
1285787360563621888	negative
1450754145565040640	neutral
1380106929259769858	neutral
1403263711972773892	negative
1382373513923731459	negative
1215589386907267073	positive
1470865696917647360	positive
1398815086559383559	neutral
1262721719992811523	negative
1415942093109874688	positive
1387753823180054533	negative
1398666646244364290	neutral
1418177151312879617	neutral
1283589560912547840	positive
1294860704210546688	positive
1426073112592805890	neutral
1438380425416622080	positive
1291010706259632128	neutral
1459423861359792130	neutral
1440155754141421574	neutral
1426592196430422018	negative
1374317413664227331	negative
1434434780087599105	positive
1229629409394475008	negative
1307961778001772545	positive
1453746461250756610	neutral
1389229745204645891	positive
969043336198696960	neutral
1390177756231598083	neutral
1404860569450995712	negative
1485549216613109760	positive
1365390174767648768	negative
1306442468687142912	positive
1089723925528043525	neutral
1319918920506118144	negative
998631305918275584	negative
1428025938026061832	negative
1442343133744799753	neutral
1401072629772025859	neutral
1343819968865914882	neutral
1490514113474142211	positive
1314097858056908801	neutral
1451414458950057986	neutral
1379008380656750593	positive
1434352128538066946	negative
1488873300591882240	negative
931481203558907905	neutral
1447629376758059011	neutral
1396850766275661830	positive
1364549350383382530	negative
1384928194487365632	positive
1299263211804356608	neutral
1447482003662589953	positive
1404690998442139649	neutral
1406980657633316865	positive
1386223985126301697	neutral
924513999156264960	negative
1385943822295732228	neutral
1350076478096961538	negative
1387722842414804996	neutral
1369202935813398533	negative
1450423561705844742	neutral
1256140909407764480	neutral
1297930918082953221	positive
1373559442147397638	negative
1409846737775169539	negative
1267658890642182144	neutral
1254088681004175361	neutral
1353596227191934977	positive
1133365876843933701	neutral
1082877913194582016	negative
1024980973702721536	negative
1494283217838297094	positive
1311612241922322433	negative
1299401915927732224	negative
1477917919489241088	positive
1337788423352983555	negative
1414498461676838913	neutral
1421995447397191685	positive
929281215604989952	neutral
1475746006369062915	neutral
1459207435361546241	negative
1287020666953142274	neutral
1309816389713031168	negative
1488142029691715584	neutral
1322413716705431555	negative
738295071565479937	negative
1459700882602270721	neutral
1444343966866968579	positive
926857591757578240	neutral
1415565796617506818	positive
1329278233817223168	positive
1336079751488954368	positive
1442753116181446664	neutral
1328197837193048070	positive
1313001363626889216	positive
1402184171619979284	neutral
1256524020746383360	neutral
1433245134271959046	negative
1455207925648031747	neutral
1419915322056794113	neutral
1472118158161027073	neutral
1385479724697194501	negative
1393455252158906371	neutral
1403319201431916545	positive
1037547301240299520	neutral
916231074648379394	negative
1399317255888924675	neutral
1360108369676173313	positive
1385486532396470272	neutral
1266251206860525570	neutral
1476530966952693761	neutral
1442106973109960720	negative
1438417195239804933	neutral
1490182480909189120	neutral
477347491377979393	positive
881945482926411777	neutral
1357673301363937281	neutral
1301056379461931008	neutral
1382232326868856834	neutral
1401954747918082049	negative
1391597419096326144	neutral
1364264860473679872	negative
1146372575825735680	positive
1298471300352978944	negative
657798652140920832	negative
1411750384557715461	neutral
1400094492062060550	positive
1475689570486263808	positive
1378261099292790786	positive
1345662548247339008	positive
1451427613432369153	positive
1464235050996682755	positive
1430894541695979526	positive
762294419626360832	negative
520555090219110400	neutral
1365691870030929920	neutral
1364826827001262080	neutral
1380516430177693702	neutral
1455422925540974595	positive
1279684410967683072	negative
1475024518670286849	positive
1348975729866797057	neutral
1433245052994789377	positive
1486935843415609344	negative
1281978742374649862	negative
1431137822564519941	positive
1353254578591051776	neutral
1364520525100290051	positive
1313696189968130053	negative
1026013155493900294	positive
1306282592136724482	neutral
927511769622474752	negative
1486406244189769729	negative
1350722316922044416	positive
1382560284636635138	neutral
1393885656523239424	neutral
1340310015408623616	positive
1443431102543106051	neutral
1217016819053146112	neutral
1399664149190246400	positive
401296036637208576	neutral
1397436501596655618	negative
1372608081004171264	neutral
1420630622029062147	negative
1363177563594493953	positive
1383045876721930244	negative
1012950478383038465	positive
1334801813090996224	neutral
1352664529847521280	neutral
1264434247936376833	neutral
1316784312298086401	positive
1422842566333005827	negative
1371413129192701952	neutral
1320333558360076292	neutral
1189841663641956353	negative
1121651166440378368	neutral
1431564211805589508	positive
1351526133976555524	neutral
1472256197659037702	neutral
1109325510889205760	neutral
1440978901736460291	neutral
1441617700875239431	neutral
1424701273425674245	positive
619433063789932544	neutral
1401420137727619077	positive
1488068177552576517	neutral
1418831997351469056	positive
1284122006879784960	neutral
1306904141269139457	neutral
1477230541577637889	neutral
1454261612949303297	negative
1363446264759799808	neutral
1467127449620152324	positive
1395613482138091520	positive
1277096623290499072	negative
1321110311160573955	negative
712336542354636800	positive
1333623883535040515	neutral
1461658009365483533	neutral
1497766522105712640	neutral
1445314264378474500	neutral
1479796276283727873	neutral
1410415945353367554	positive
1476435554476576768	neutral
1406986442073546756	positive
1344499951888306177	negative
1203240846088212481	positive
1386265220079788032	neutral
1428174733934170112	neutral
1436729054460358656	neutral
1391681986742394882	negative
1454101711363067912	neutral
1353582729275662336	neutral
1302977421969252358	negative
1451041723778437124	negative
754189200459636736	negative
1299947908389720064	neutral
1381643827904045056	negative
1488187600309395457	negative
1369932829308694531	neutral
1398609714053664773	negative
717538605275750402	neutral
1353904788812013571	positive
1292205280512675840	positive
1414594052062777345	neutral
1472945428479897600	negative
1391354356880973829	positive
1403584849944879109	negative
1313895467068121090	positive
1190670496444112897	neutral
1337429014886010880	negative
1393450707437510656	positive
1402625364464082950	neutral
1446768127732183042	neutral
1490731054860156928	neutral
1301130914672517120	negative
1443094259607822342	neutral
1399034281792397319	negative
1481553904085061633	negative
1410443413464383496	negative
1240465784494833664	negative
1366778186315431939	positive
1437825033397673985	neutral
1069802667055173632	positive
1178531099737149441	negative
1485484716753317891	negative
1403627492007571458	positive
1340153657849905157	neutral
1373495145824284675	positive
1416671249619554304	positive
1367890967789903872	negative
1302987823839019009	negative
561501012611981312	neutral
1407193365662167045	neutral
873452172930953216	neutral
1247804353622069249	positive
1413910614297104384	neutral
1410557145259548678	positive
1406944052403077127	neutral
1451799278402166784	neutral
1497489334701674501	neutral
1431891367052021766	neutral
1486938004325224450	positive
1439156381211258883	negative
1111162580708544512	positive
1406871909774479360	positive
1381965678937141252	negative
1442641490539282432	neutral
1417133147674710016	neutral
1264110589288288256	negative
1423854661790887937	neutral
990251888829345792	negative
1396360578138996738	positive
1400388269683085318	negative
1368115048405561344	negative
1440769861488037901	negative
1299191317709299712	neutral
1444561488732065793	negative
1423549909072973825	neutral
1432238797521973252	negative
1444680991033860107	positive
1418420439248896001	negative
1433291690563891200	positive
1385968018056835082	positive
1344829025047334912	neutral
1476905584452464645	neutral
1266697939818295297	neutral
1379270725555515393	negative
1380936736751030272	neutral
1485899980703682561	neutral
1497460140026785794	neutral
1491337591655915520	positive
1423940090850467841	neutral
1400731726079414276	neutral
1141306243455172608	neutral
1338513688794284032	positive
1365112116286345217	positive
1423537758400745476	positive
1488508693675409410	neutral
1442041161858703360	neutral
1208669826111000576	positive
1451897224066060299	neutral
1039085435866238977	negative
1422179218163585028	positive
1242840065421668352	neutral
1334519482346299393	neutral
1175528296110592000	neutral
1363078916844498953	negative
831560642083446784	negative
1419560100142796808	neutral
1401535632053202947	positive
1494599269923188739	neutral
1405410787070398464	negative
1446767791067992064	negative
680745220162506752	neutral
930414511940440064	negative
1269879410439536640	negative
1334402588347752451	positive
1454801470222520320	neutral
1460184787163828226	negative
829223913720840192	positive
1367127745524682753	neutral
1463465173037969413	neutral
1229600037988118529	negative
1487680456149458945	positive
1387427740928729088	neutral
1495431689035681794	positive
1400319292600684549	positive
1451408030491299840	neutral
1331578774308044801	negative
1259418179438178305	neutral
1277953766495412225	neutral
1364956787712090116	negative
526776912660557824	neutral
1374255795051761664	positive
1437433251505721350	negative
1381987598978015238	positive
1005849681182773251	neutral
1148490568592326661	positive
609309795988869121	positive
1295937859581485062	positive
1398683687256956932	neutral
1260831577271083009	negative
1003579674386206720	positive
1331454636859957250	negative
1285571344294264835	positive
1332634560975171584	neutral
1409857205352820737	neutral
1472369840505573376	positive
1087911283188412416	positive
1398963509824671749	neutral
1459807984238821377	positive
1263874937003139072	negative
626615214264311808	neutral
1432388644837359619	positive
1367808013835198464	positive
936044632953294848	neutral
1146613463705358338	positive
996796748000649218	neutral
1399430448674082819	neutral
1379488493211054080	positive
1403698029304029189	positive
1284917679422181376	neutral
624424608872050688	negative
1429721843238277121	positive
1392817237279449090	positive
1443526638331838464	positive
1405434252888399876	neutral
711091307347750913	neutral
1379496366297079808	negative
529618722973970433	neutral
1295231551425265664	neutral
1385178463250776068	neutral
1449129709426651141	negative
1407288403037667331	positive
1420985837110534145	positive
1311526983046590464	neutral
1487572153264345090	neutral
1497806374180630530	positive
1396860151517245446	positive
1454077022620160007	neutral
1399289570546663436	positive
1409834928959746050	neutral
1429603420453941251	positive
1451470754470457347	negative
1419915949285646347	positive
1498320464883511301	neutral
1409561999755800576	neutral
1352853662482145280	positive
1444655471873331202	neutral
1432215318676398080	positive
1478414573640183808	negative
803908380750389248	negative
1442901558094548994	neutral
1297681712818860032	negative
1481691242295885824	neutral
1358966374392037376	neutral
1047355884903399424	negative
1388003626048577536	positive
1444275148694044683	neutral
1439170736720023552	neutral
1428600973895684099	positive
1372915111174631427	positive
1364095183021768706	negative
1481667429898285057	neutral
32703693887373313	neutral
1290857070380580864	neutral
1438115567295029252	neutral
1449338964523896839	negative
1440257162060591109	negative
1441965128207847424	neutral
1458268260395143171	neutral
1245604136319475713	positive
1289163253713494017	positive
1276829767262539776	positive
812669360531705856	neutral
1383365285780938754	positive
1446646801725943813	negative
1493280032667488258	positive
1303638570477867008	positive
1392886556457848833	neutral
1489153665738977283	neutral
1432224980620623872	positive
1384207869315149825	neutral
1424756273245941765	positive
1187752191139991553	positive
1188716729121140736	positive
1377841499715502080	negative
641848864274780160	neutral
1396683137891979264	neutral
1357577194386685956	negative
1350372686153740288	neutral
1384497663903629314	neutral
1292764952659234818	negative
1448607939489533952	neutral
1475352626858393601	positive
1438532761925476368	positive
1417117611372863491	positive
1329353400295714816	neutral
1454274955567255555	positive
1401432898587172870	neutral
1298854084145864704	positive
1390512979435683841	neutral
1451580108947345410	positive
1069160969014730752	neutral
1332119562138038280	negative
1268880077418266627	neutral
1320358259081949184	neutral
1273644924223868929	positive
1431074742807654412	positive
1373514003079598080	positive
1397456269506539521	neutral
1400340253718757381	neutral
1401116739660779521	positive
1264190817821999106	neutral
1476747322109218819	negative
1285800845762863105	positive
1253979477526188032	neutral
1349142810210013184	positive
1412466056329777152	neutral
1226729943985348609	neutral
1376215225880309761	neutral
1468819210331582464	neutral
1247607974807212033	negative
1374060087182983169	positive
1376521707263979521	positive
1411241619475484674	neutral
1420948808800903168	positive
1431957069788286980	negative
1432588712110559234	positive
1392844832096219137	positive
1184012239348490240	negative
1396762586163544064	negative
1432179061694992384	positive
249791693220610048	negative
1291687216553443328	positive
1376250369399918593	neutral
1377517430096818178	neutral
1424953538740834305	neutral
1497194519753740291	neutral
1346706090612772864	neutral
1388002994751295488	neutral
1277125903483617281	negative
1297049630002184192	negative
40670248382242816	positive
1312246520998170624	neutral
944091782882631680	neutral
1429301018206957568	neutral
1399315497879957507	negative
1202575847648976896	neutral
1497052520786669577	neutral
1446097826597912578	negative
1383456823613657088	positive
1415604306649092106	neutral
1406881032767344642	positive
1460456753712164864	neutral
1473257515391471621	neutral
1361958272928870403	neutral
1399003171335282689	neutral
1431074500402040832	neutral
1395753940893900803	positive
941977166534922241	negative
1275461346717429760	negative
1111702870351581190	negative
1373489282547994628	positive
1439830648999452673	positive
1411281450884734977	positive
1311561487866040326	neutral
1483276759718305796	positive
1329963062560911361	neutral
1322881494944284676	positive
1429510862604103682	negative
1214117070335594502	neutral
1314850623670509568	neutral
593955014495719424	neutral
1464144505846730755	neutral
1164484613479137280	neutral
1492865147165036544	neutral
1423545519033393153	negative
1229373145104044032	neutral
1463542283895070721	positive
1416362207080710146	neutral
1054356305555701761	negative
1405738977898819584	neutral
1497808229610319872	neutral
1392332324251963394	neutral
1369600807121788931	positive
1311313413486702593	neutral
1410547325223636993	positive
1135615251523690497	positive
1378339246038204416	neutral
1428242306302312458	neutral
1406825277963988994	neutral
1082180323608166400	neutral
1375864884810805250	neutral
1345286268087889921	negative
1410496499289509889	positive
631509806583554049	positive
1282316304628641794	positive
1303198907581624320	negative
1440040550132961281	neutral
1493067214513074176	positive
1353618183765204992	positive
1373178213296304130	positive
1312697497085603840	positive
872055317017894912	positive
1431296603298484224	positive
1438027751160614912	neutral
1439146028305825799	neutral
1451771542233247747	positive
1334752104108359681	neutral
1425452549457408000	neutral
639070361317847041	neutral
1444338729737342983	negative
1392859603193319427	positive
1341357201286303751	neutral
1318005073834749957	negative
1394156382568402946	positive
1375861340653420547	negative
1411957456222162944	negative
949958795417006080	neutral
197708258566352896	neutral
1395257133331992580	positive
1374018340818092032	neutral
1389443160674238466	neutral
1428287122021261313	neutral
1263730912769880064	negative
1401166005787795457	positive
1409919358348918792	negative
1419714688842014722	positive
1128017988093927430	negative
1365661499641925638	neutral
1328043306756972544	positive
1428906584458027011	negative
1384139426716999691	neutral
1405513768851828745	neutral
1465953698991853570	negative
1318006087925211136	neutral
1303594650188394497	positive
917396859861196800	neutral
1438008100078776323	neutral
1494563151593230336	neutral
1416650992645382145	neutral
1383609369024110597	negative
1365196052224110594	neutral
1467904595603046407	neutral
1301062448603000837	negative
1258081169738010624	negative
1437008108631429120	neutral
1437889861181083653	neutral
1360843708963295234	positive
1426741454387437569	neutral
888775981011488768	positive
1289198313338593281	positive
1271381125626134528	negative
1453971071854542852	neutral
1341075358666215425	negative
1447222926122622978	negative
1385924890658623491	neutral
1347524220507418624	negative
1414779956706652163	negative
1459745984691326979	positive
1353965971233361921	negative
1384451488827596807	neutral
1382955732992135168	neutral
1295006173200932865	negative
1424672813181378564	neutral
1276133422604283905	positive
1498362525397975040	neutral
1468191700275191809	neutral
825577191278718976	positive
1274987247490629633	neutral
1279444334513917959	negative
1381151254051647490	negative
1241586529018843137	neutral
1358047651510378498	negative
1372911384770453506	negative
938974237653721088	positive
1219285142369210368	positive
1274675462669664261	positive
1424509691963625479	negative
543240767947292672	negative
1338370397897510914	positive
1419893634665566208	positive
1476237582807666689	positive
1377648389492416515	neutral
1404317884835262470	positive
1352636942245122049	neutral
1176445183598243841	neutral
1412365711553466370	neutral
1490931410957643777	neutral
1139820957986541568	positive
1347562941608906755	neutral
1345697461902295040	neutral
1493652799241920512	neutral
1289984356405006336	negative
41142866709323776	neutral
1325860316266201088	negative
1428213527131557889	neutral
1493816692052402177	negative
1332626044545687554	negative
1356860727756218368	positive
1407005377783242758	positive
1375749366451871744	negative
1449626135982075904	neutral
1140112463146278912	neutral
1432763962072858625	positive
1418550539437056002	neutral
1370319057359044618	positive
1440234969352179720	positive
1469540820617359366	neutral
1456547166927814659	positive
1444623612447629317	negative
1475720069556539393	positive
1495858365494280193	negative
1319334242610900996	neutral
1432340672183341062	negative
1306229972151934977	neutral
1281853321859325952	neutral
1417044676725538818	neutral
1452880534531559427	positive
1393836994812211203	neutral
1495777893686861827	negative
1277923549353701376	neutral
1379269126774919173	neutral
1322518247724384260	positive
1375659399952228358	negative
1419828515319558154	positive
1389081238107873285	neutral
1465712981086330883	negative
1464244937289965569	neutral
1284481616778149888	neutral
1301924975113199621	positive
1366761517786439682	neutral
1306299335261396993	positive
1107324974304583681	neutral
1289467964073185281	positive
1398658554777595908	neutral
1440957386282307587	positive
1432296285244035072	negative
1430753213595234308	neutral
1408123737547833345	neutral
1442445672569978884	positive
1449443850624270336	negative
1367395242203222017	neutral
1420260036039745536	positive
610002596950978560	positive
1491109178467041280	neutral
1324707645215907841	neutral
1486834075742576645	positive
1432238038331977728	neutral
1380584320297955328	neutral
704995127555567616	neutral
1496512007478333446	negative
1449934155500851200	negative
1431975441158393860	neutral
1093158924088274944	neutral
1447941658805301248	neutral
1431908595663130629	positive
1432935512940154880	neutral
1437622510493655045	positive
1445951324856619011	negative
1449401220603416585	negative
1396345318799659008	negative
1207246065423941632	negative
543534746853470208	neutral
1476087713161891845	negative
1443456164201521154	neutral
1387423946597756941	neutral
1465413832285638661	neutral
1475296980167380992	neutral
1434193182753841154	positive
1293048546267037697	neutral
1163480197473034240	neutral
1422739552276422659	neutral
1496790176403709952	neutral
1360423332093460484	neutral
1452891632492105731	positive
1397561731488964608	neutral
1135770772415295489	neutral
1399307561355169794	positive
1388724639635968003	neutral
915320060968701953	neutral
1300671861664088065	negative
1388130076600922120	positive
1012896957931638784	negative
1465899313507147778	positive
1261260257181011969	neutral
1379396934415224833	neutral
1372928713713623043	negative
56376926696251393	negative
1380851537644167176	positive
1424284690240864259	neutral
1399729431057342466	positive
1428650108891979777	negative
1485627499954733058	negative
1360920330718609414	negative
1277972816474718209	negative
1461598884061487107	positive
589547884061728768	neutral
1350724029829681152	neutral
635381115889446912	negative
1382589563026034688	neutral
728819234063548416	neutral
1129809214950367233	negative
1397523226083876873	positive
1389876325519806467	positive
1427913941531828230	neutral
1498316406026223616	neutral
1442749731017396228	negative
1403005810997829642	positive
1444304577285607432	negative
1382945920648548354	negative
1342410576077582337	neutral
1394994754216103946	neutral
1307550548300767232	neutral
1411310741039181824	positive
1346282397289963526	neutral
1168553222652358656	neutral
1319259347973619712	neutral
1436268217845100544	negative
981531008607469570	negative
1439467997312126976	neutral
1474989785366228995	negative
1444656861467201536	neutral
1476041412332322821	positive
1422811864832958464	neutral
1337608115534114824	neutral
1387827758831521793	neutral
597627494636720129	positive
1371380354536386560	neutral
941592134263513089	negative
1432626338658095109	negative
1443550168444456962	neutral
1444168063201386496	positive
1396426524434132993	positive
1435617408354447369	neutral
1394975762919350272	positive
1358052418190155777	negative
1419177814725517313	neutral
1216208999277875201	positive
1352609097598726145	neutral
1452720577504894987	neutral
448118202992967681	neutral
1218001695663259648	neutral
1380427190366535681	negative
1480141797468762115	neutral
333232289939079170	neutral
1190113429769506817	positive
1463423200344215552	negative
1495296693994078208	neutral
931519793416384512	positive
1283934723773882369	neutral
1397108823517646854	neutral
786965917397872640	positive
1414605414910500874	negative
1349584880535916545	positive
1383357677862985739	positive
1243427142643286016	positive
1414074320545107971	negative
1359893387634118661	neutral
1281290999721979904	neutral
1383289473203466240	neutral
1396091967071690754	positive
1254255718435188736	positive
1466268938132590593	neutral
1361313236444868611	negative
1431852140855631880	positive
1405880835295694850	negative
1358017589251895298	neutral
1476448966900289537	positive
1399274592267431938	positive
1372748470411350016	negative
1256494803321323522	positive
1379643648321626117	positive
1336694614120669191	positive
1341363079771144192	neutral
1447511123628937225	neutral
1245712101076684801	positive
936476134631337984	positive
1439861260728750085	neutral
1497536998134980619	negative
1463686394803482626	neutral
1414642586904498179	neutral
886470586976817152	neutral
1403696453545984001	neutral
1289119928717475841	neutral
288612201642741760	negative
1265489916097638401	positive
1332302439752425472	negative
1337822306492530688	neutral
1408196777803661312	negative
1306592210725429250	positive
1412715018706055168	neutral
1481268672761315332	negative
1442704334370660357	neutral
1403615940357459970	positive
1414544335383654403	positive
1445603630611116032	neutral
1373287525247164423	positive
1344413357680578565	neutral
1431457248820137986	neutral
1388200372158623744	neutral
1385851175807819779	neutral
1375071729035354115	negative
1402452749392830466	positive
1444141530436997125	positive
1420589681050148864	negative
1393470463355940866	positive
1384832180501716998	neutral
1318500456235106307	neutral
1451357397885227025	negative
1295936434851913729	neutral
1309411548511703042	positive
1384887286748250113	neutral
1155893258653798403	neutral
1033182120829693953	neutral
1430793743481769986	neutral
1437691711065509896	neutral
1478645008118910976	positive
1399007136450060293	neutral
1325275402755977216	neutral
1372445537111207937	positive
1468158349061464065	neutral
1270961239766654976	neutral
1476035444391350275	neutral
1397481099815759872	neutral
1321120774581698561	negative
1383344130542030855	neutral
1156461455874633728	negative
1437086615654977537	neutral
1422240617820659732	positive
473728170651176960	neutral
1447512030475288584	neutral
1361530486401552384	positive
1340642771485470720	negative
1289870956790341632	positive
1195921742054576128	positive
1204110453590372353	negative
1023895113473445893	negative
1453389138737074182	neutral
1442440363658989574	negative
1406983363064340485	positive
1195645888774823938	negative
1431952381865041922	positive
1387048815140630535	positive
1451127491905527815	positive
1415222173203984386	positive
1391059099991756805	positive
1417098910598713352	positive
1386903670650904583	positive
973433969919385600	neutral
1452499372541820929	negative
1428818075470635010	neutral
1226123120592842752	neutral
1393228266455011330	positive
1497069122185621511	positive
1394954935905685508	positive
1179222177327046657	negative
1365629512310919170	neutral
1363463319617642502	neutral
1282169467343003650	neutral
1445026540325007364	positive
1447098513196683264	neutral
1263821280761036801	negative
1202260463616167937	neutral
993883182838628354	negative
1436322172931239936	neutral
1487326703043039235	positive
1452554461310750720	negative
1497442523576684548	neutral
1273191635560480768	negative
1460957585469628418	positive
1388821964026961923	positive
1402215724253257729	neutral
1274050759861010432	negative
1392971408003584007	neutral
1251890932343021569	positive
1383487397774561286	negative
1330532923217362945	negative
1360225469296046081	neutral
1415608076627976193	neutral
1497399095777923072	neutral
1429725945825353731	positive
1425398208184737805	negative
1222063327985242112	positive
634680228128821248	neutral
352861884921298944	negative
1168784980509523968	negative
1441756876287315972	neutral
1461567018759438337	negative
1481995270565298176	neutral
1077570193952362497	negative
1438067875567181835	neutral
1316025363269468161	positive
1396717539321802754	negative
1295984202173669377	positive
1496122745314476038	neutral
1498273297796145158	neutral
1365564393438646274	negative
1488137990538813441	positive
1363776154507776002	negative
1401577991306502146	positive
1433278392300756996	positive
1443451831628144641	neutral
1442891269609443338	neutral
1331607939581419521	neutral
1443829038322118658	positive
1435709326769930243	neutral
1446564754617634817	negative
1459121484803178499	neutral
1432579767375581187	positive
1377157299450511362	positive
860848996260216832	neutral
1422955708291551244	negative
1401803298290618369	neutral
1422212136713953281	neutral
1342380831478693889	negative
1466463794352115712	neutral
1387460698368786440	neutral
1374600659257937920	neutral
1454729220190527491	negative
1407191701744099331	positive
1241369314428456961	positive
1377492488789893121	neutral
1299241919332061184	neutral
1491853437457530880	neutral
1274692217303490565	positive
1256512365576814593	negative
1483703907154993156	neutral
1265552757534179330	negative
1299305749609234437	neutral
1371816526240575488	positive
1386507459016085505	neutral
467120917173125120	positive
1365884899366899714	positive
1407568038883303426	positive
1351441175861841921	negative
1146277492090650624	positive
1074590872296148992	negative
1276469559474585600	negative
1303628763255709696	neutral
1326872824280195073	positive
1416250749009334277	positive
1299990490310275072	positive
1390205376902045699	neutral
516629054565277696	negative
1389174054775447553	neutral
1326431271434809347	negative
1166796657264136193	positive
1387701615017201667	negative
941919379607896069	negative
1432425421857951744	positive
1476762237620658176	neutral
1283979387973427200	negative
1474740699119509504	negative
856767305283489793	neutral
1432243080569053184	positive
1381548020462886920	neutral
1399219149180608513	negative
1384567464978042886	neutral
1321382149073768449	neutral
1417316138690617346	positive
1308058596299554816	positive
1368054537844625410	neutral
1337289026760413185	negative
1152571743397019648	neutral
1475903525179645954	negative
1377587924099817473	neutral
1419528693320359936	neutral
1454663107943354381	neutral
1347772669316329472	positive
1349596524209061888	neutral
1148834045402288128	positive
